jaar;variabele;gem;SD;bron
2019;BHVESTB_P;0.0;0.097;sdbc
2018;BHVESTB_P;0.0;0.099;sdbc
2017;BHVESTB_P;0.0;0.083;sdbc
2016;BHVESTB_P;0.0;0.087;sdbc
2015;BHVESTB_P;0.0;0.121;sdbc
2014;BHVESTB_P;0.0;0.082;sdbc
2013;BHVESTB_P;0.0;0.079;sdbc
2012;BHVESTB_P;0.0;0.069;sdbc
2011;BHVESTB_P;0.0;0.099;sdbc
2010;BHVESTB_P;0.0;0.096;sdbc
2009;BHVESTB_P;0.0;0.053;sdbc
2008;BHVESTB_P;0.0;0.032;sdbc
2023;BHVESTC_P;2.2;1.379;sdbc
2022;BHVESTC_P;2.2;1.341;sdbc
2021;BHVESTC_P;2.1;1.365;sdbc
2020;BHVESTC_P;2.1;1.218;sdbc
2019;BHVESTC_P;2.1;1.206;sdbc
2018;BHVESTC_P;2.2;1.269;sdbc
2017;BHVESTC_P;2.2;1.341;sdbc
2016;BHVESTC_P;2.2;1.428;sdbc
2015;BHVESTC_P;2.2;1.534;sdbc
2014;BHVESTC_P;2.0;1.524;sdbc
2013;BHVESTC_P;2.1;1.6;sdbc
2012;BHVESTC_P;2.3;1.74;sdbc
2011;BHVESTC_P;2.4;1.607;sdbc
2010;BHVESTC_P;2.5;1.645;sdbc
2009;BHVESTC_P;2.9;1.837;sdbc
2008;BHVESTC_P;3.1;1.85;sdbc
2023;BHVESTD_P;0.1;0.118;sdbc
2022;BHVESTD_P;0.0;0.103;sdbc
2021;BHVESTD_P;0.0;0.104;sdbc
2020;BHVESTD_P;0.0;0.101;sdbc
2019;BHVESTD_P;0.0;0.081;sdbc
2018;BHVESTD_P;0.1;0.187;sdbc
2017;BHVESTD_P;0.0;0.083;sdbc
2016;BHVESTD_P;0.0;0.09;sdbc
2015;BHVESTD_P;0.0;0.091;sdbc
2014;BHVESTD_P;0.0;0.106;sdbc
2013;BHVESTD_P;0.0;0.101;sdbc
2012;BHVESTD_P;0.0;0.102;sdbc
2011;BHVESTD_P;0.0;0.078;sdbc
2010;BHVESTD_P;0.0;0.087;sdbc
2009;BHVESTD_P;0.0;0.071;sdbc
2008;BHVESTD_P;0.0;0.051;sdbc
2023;BHVESTE_P;0.1;0.271;sdbc
2022;BHVESTE_P;0.1;0.251;sdbc
2021;BHVESTE_P;0.1;0.278;sdbc
2020;BHVESTE_P;0.1;0.278;sdbc
2019;BHVESTE_P;0.1;0.295;sdbc
2018;BHVESTE_P;0.1;0.29;sdbc
2017;BHVESTE_P;0.1;0.294;sdbc
2016;BHVESTE_P;0.1;0.288;sdbc
2015;BHVESTE_P;0.1;0.289;sdbc
2014;BHVESTE_P;0.1;0.31;sdbc
2013;BHVESTE_P;0.0;0.236;sdbc
2012;BHVESTE_P;0.1;0.28;sdbc
2011;BHVESTE_P;0.1;0.174;sdbc
2010;BHVESTE_P;0.1;0.332;sdbc
2009;BHVESTE_P;0.1;0.341;sdbc
2008;BHVESTE_P;0.1;0.195;sdbc
2023;BHVESTF_P;5.9;5.445;sdbc
2022;BHVESTF_P;5.7;5.409;sdbc
2021;BHVESTF_P;5.4;5.317;sdbc
2020;BHVESTF_P;5.3;5.375;sdbc
2019;BHVESTF_P;5.1;5.314;sdbc
2018;BHVESTF_P;4.9;5.127;sdbc
2017;BHVESTF_P;4.7;4.895;sdbc
2016;BHVESTF_P;4.6;4.762;sdbc
2015;BHVESTF_P;4.6;4.793;sdbc
2014;BHVESTF_P;4.7;4.724;sdbc
2013;BHVESTF_P;4.8;4.719;sdbc
2012;BHVESTF_P;5.1;5.016;sdbc
2011;BHVESTF_P;5.1;4.858;sdbc
2010;BHVESTF_P;5.5;4.951;sdbc
2009;BHVESTF_P;6.5;5.116;sdbc
2008;BHVESTF_P;6.3;5.092;sdbc
2023;BHVESTG1_P;3.1;3.096;sdbc
2022;BHVESTG1_P;3.2;3.06;sdbc
2021;BHVESTG1_P;3.2;3.178;sdbc
2020;BHVESTG1_P;3.2;3.269;sdbc
2019;BHVESTG1_P;3.4;3.306;sdbc
2018;BHVESTG1_P;3.5;3.474;sdbc
2017;BHVESTG1_P;3.7;3.574;sdbc
2016;BHVESTG1_P;3.8;3.63;sdbc
2015;BHVESTG1_P;3.9;3.826;sdbc
2014;BHVESTG1_P;4.1;4.139;sdbc
2013;BHVESTG1_P;4.1;4.255;sdbc
2012;BHVESTG1_P;4.2;4.398;sdbc
2011;BHVESTG1_P;4.5;3.977;sdbc
2010;BHVESTG1_P;4.8;4.189;sdbc
2009;BHVESTG1_P;5.7;4.549;sdbc
2008;BHVESTG1_P;6.2;4.713;sdbc
2023;BHVESTG2_P;7.6;2.719;sdbc
2022;BHVESTG2_P;7.8;2.979;sdbc
2021;BHVESTG2_P;7.8;3.181;sdbc
2020;BHVESTG2_P;7.4;3.222;sdbc
2019;BHVESTG2_P;7.6;3.204;sdbc
2018;BHVESTG2_P;7.7;3.262;sdbc
2017;BHVESTG2_P;7.9;3.44;sdbc
2016;BHVESTG2_P;8.3;3.668;sdbc
2015;BHVESTG2_P;8.7;3.85;sdbc
2014;BHVESTG2_P;8.8;4.08;sdbc
2013;BHVESTG2_P;9.2;4.391;sdbc
2012;BHVESTG2_P;9.5;4.8;sdbc
2011;BHVESTG2_P;9.8;4.777;sdbc
2010;BHVESTG2_P;10.4;5.14;sdbc
2009;BHVESTG2_P;12.2;5.74;sdbc
2008;BHVESTG2_P;13.0;5.976;sdbc
2023;BHVESTH_P;4.9;4.378;sdbc
2022;BHVESTH_P;4.7;4.43;sdbc
2021;BHVESTH_P;4.6;4.616;sdbc
2020;BHVESTH_P;4.4;4.693;sdbc
2019;BHVESTH_P;4.4;4.792;sdbc
2018;BHVESTH_P;4.1;4.673;sdbc
2017;BHVESTH_P;4.0;4.759;sdbc
2016;BHVESTH_P;3.7;4.58;sdbc
2015;BHVESTH_P;3.1;4.064;sdbc
2014;BHVESTH_P;3.1;3.887;sdbc
2013;BHVESTH_P;3.0;3.78;sdbc
2012;BHVESTH_P;2.9;3.745;sdbc
2011;BHVESTH_P;2.9;3.276;sdbc
2010;BHVESTH_P;3.1;3.476;sdbc
2009;BHVESTH_P;3.6;3.797;sdbc
2008;BHVESTH_P;3.7;3.953;sdbc
2023;BHVESTI_P;5.2;2.66;sdbc
2022;BHVESTI_P;5.0;2.649;sdbc
2021;BHVESTI_P;5.1;2.825;sdbc
2020;BHVESTI_P;5.3;2.833;sdbc
2019;BHVESTI_P;5.1;2.809;sdbc
2018;BHVESTI_P;4.9;2.823;sdbc
2017;BHVESTI_P;4.8;2.869;sdbc
2016;BHVESTI_P;4.9;2.948;sdbc
2015;BHVESTI_P;4.8;2.828;sdbc
2014;BHVESTI_P;4.7;2.894;sdbc
2013;BHVESTI_P;4.8;2.995;sdbc
2012;BHVESTI_P;4.8;3.195;sdbc
2011;BHVESTI_P;4.7;2.942;sdbc
2010;BHVESTI_P;5.0;3.154;sdbc
2009;BHVESTI_P;5.7;3.558;sdbc
2008;BHVESTI_P;6.1;3.799;sdbc
2023;BHVESTJ_P;9.3;2.883;sdbc
2022;BHVESTJ_P;9.2;2.838;sdbc
2021;BHVESTJ_P;9.1;2.768;sdbc
2020;BHVESTJ_P;9.0;2.596;sdbc
2019;BHVESTJ_P;9.1;2.623;sdbc
2018;BHVESTJ_P;9.1;2.537;sdbc
2017;BHVESTJ_P;9.1;2.57;sdbc
2016;BHVESTJ_P;9.1;2.439;sdbc
2015;BHVESTJ_P;9.0;2.478;sdbc
2014;BHVESTJ_P;8.9;2.423;sdbc
2013;BHVESTJ_P;9.0;2.562;sdbc
2012;BHVESTJ_P;9.0;2.701;sdbc
2011;BHVESTJ_P;8.8;2.685;sdbc
2010;BHVESTJ_P;8.8;2.855;sdbc
2009;BHVESTJ_P;8.4;3.021;sdbc
2008;BHVESTJ_P;8.7;3.307;sdbc
2023;BHVESTK_P;1.0;1.084;sdbc
2022;BHVESTK_P;1.0;1.16;sdbc
2021;BHVESTK_P;1.1;1.223;sdbc
2020;BHVESTK_P;1.1;1.34;sdbc
2019;BHVESTK_P;1.2;1.414;sdbc
2018;BHVESTK_P;1.3;1.462;sdbc
2017;BHVESTK_P;1.3;1.51;sdbc
2016;BHVESTK_P;1.3;1.512;sdbc
2015;BHVESTK_P;1.3;1.528;sdbc
2014;BHVESTK_P;1.4;1.537;sdbc
2013;BHVESTK_P;1.5;1.632;sdbc
2012;BHVESTK_P;1.6;1.786;sdbc
2011;BHVESTK_P;3.7;2.594;sdbc
2010;BHVESTK_P;4.2;2.705;sdbc
2009;BHVESTK_P;5.2;3.056;sdbc
2008;BHVESTK_P;5.7;3.243;sdbc
2023;BHVESTL_P;1.3;0.933;sdbc
2022;BHVESTL_P;1.3;0.989;sdbc
2021;BHVESTL_P;1.2;1.216;sdbc
2020;BHVESTL_P;1.2;0.984;sdbc
2019;BHVESTL_P;1.3;0.968;sdbc
2018;BHVESTL_P;1.3;0.953;sdbc
2017;BHVESTL_P;1.3;0.95;sdbc
2016;BHVESTL_P;1.3;0.991;sdbc
2015;BHVESTL_P;1.3;0.951;sdbc
2014;BHVESTL_P;1.3;1.012;sdbc
2013;BHVESTL_P;1.3;1.039;sdbc
2012;BHVESTL_P;1.4;1.089;sdbc
2011;BHVESTL_P;1.4;0.969;sdbc
2010;BHVESTL_P;1.5;1.029;sdbc
2009;BHVESTL_P;1.8;1.243;sdbc
2008;BHVESTL_P;1.9;1.201;sdbc
2023;BHVESTM_P;24.4;8.062;sdbc
2022;BHVESTM_P;24.8;8.039;sdbc
2021;BHVESTM_P;25.3;8.177;sdbc
2020;BHVESTM_P;25.9;8.338;sdbc
2019;BHVESTM_P;26.1;8.443;sdbc
2018;BHVESTM_P;26.2;8.385;sdbc
2017;BHVESTM_P;26.3;8.467;sdbc
2016;BHVESTM_P;26.3;8.145;sdbc
2015;BHVESTM_P;26.5;8.102;sdbc
2014;BHVESTM_P;26.2;7.96;sdbc
2013;BHVESTM_P;26.0;8.11;sdbc
2012;BHVESTM_P;25.5;8.195;sdbc
2011;BHVESTM_P;24.9;7.955;sdbc
2010;BHVESTM_P;24.6;8.137;sdbc
2009;BHVESTM_P;23.2;8.315;sdbc
2008;BHVESTM_P;21.9;8.134;sdbc
2023;BHVESTN_P;5.7;2.199;sdbc
2022;BHVESTN_P;5.1;1.998;sdbc
2021;BHVESTN_P;4.9;1.977;sdbc
2020;BHVESTN_P;4.9;2.027;sdbc
2019;BHVESTN_P;4.7;1.955;sdbc
2018;BHVESTN_P;4.5;1.825;sdbc
2017;BHVESTN_P;4.4;1.876;sdbc
2016;BHVESTN_P;4.3;1.954;sdbc
2015;BHVESTN_P;4.3;1.855;sdbc
2014;BHVESTN_P;4.5;1.882;sdbc
2013;BHVESTN_P;4.5;1.985;sdbc
2012;BHVESTN_P;4.6;2.079;sdbc
2011;BHVESTN_P;4.6;2.171;sdbc
2010;BHVESTN_P;4.6;2.246;sdbc
2009;BHVESTN_P;5.0;2.233;sdbc
2008;BHVESTN_P;5.0;2.362;sdbc
2023;BHVESTO_P;0.1;0.15;sdbc
2022;BHVESTO_P;0.1;0.151;sdbc
2021;BHVESTO_P;0.1;0.171;sdbc
2020;BHVESTO_P;0.1;0.173;sdbc
2019;BHVESTO_P;0.1;0.172;sdbc
2018;BHVESTO_P;0.1;0.181;sdbc
2017;BHVESTO_P;0.1;0.195;sdbc
2016;BHVESTO_P;0.1;0.204;sdbc
2015;BHVESTO_P;0.1;0.229;sdbc
2014;BHVESTO_P;0.1;0.236;sdbc
2013;BHVESTO_P;0.2;0.241;sdbc
2012;BHVESTO_P;0.2;0.249;sdbc
2011;BHVESTO_P;0.2;0.271;sdbc
2010;BHVESTO_P;0.2;0.292;sdbc
2009;BHVESTO_P;0.2;0.32;sdbc
2008;BHVESTO_P;0.2;0.341;sdbc
2023;BHVESTP_P;4.9;1.503;sdbc
2022;BHVESTP_P;5.1;1.556;sdbc
2021;BHVESTP_P;5.1;1.519;sdbc
2020;BHVESTP_P;5.0;1.536;sdbc
2019;BHVESTP_P;4.9;1.504;sdbc
2018;BHVESTP_P;4.9;1.509;sdbc
2017;BHVESTP_P;4.7;1.47;sdbc
2016;BHVESTP_P;4.6;1.607;sdbc
2015;BHVESTP_P;4.4;1.602;sdbc
2014;BHVESTP_P;4.3;1.511;sdbc
2013;BHVESTP_P;4.1;1.419;sdbc
2012;BHVESTP_P;3.9;1.459;sdbc
2011;BHVESTP_P;3.6;1.542;sdbc
2010;BHVESTP_P;3.3;1.525;sdbc
2009;BHVESTP_P;3.1;1.628;sdbc
2008;BHVESTP_P;2.9;2.096;sdbc
2023;BHVESTQ_P;9.5;4.335;sdbc
2022;BHVESTQ_P;9.0;4.22;sdbc
2021;BHVESTQ_P;8.5;4.022;sdbc
2020;BHVESTQ_P;8.3;3.968;sdbc
2019;BHVESTQ_P;8.1;3.973;sdbc
2018;BHVESTQ_P;8.0;4.085;sdbc
2017;BHVESTQ_P;8.0;4.055;sdbc
2016;BHVESTQ_P;7.9;4.181;sdbc
2015;BHVESTQ_P;8.0;4.346;sdbc
2014;BHVESTQ_P;8.0;4.451;sdbc
2013;BHVESTQ_P;8.0;4.704;sdbc
2012;BHVESTQ_P;7.8;4.454;sdbc
2011;BHVESTQ_P;7.2;3.72;sdbc
2010;BHVESTQ_P;6.7;3.375;sdbc
2009;BHVESTQ_P;5.5;2.981;sdbc
2008;BHVESTQ_P;5.2;3.052;sdbc
2023;BHVESTR_P;11.1;4.431;sdbc
2022;BHVESTR_P;11.8;4.69;sdbc
2021;BHVESTR_P;12.4;4.787;sdbc
2020;BHVESTR_P;12.7;4.95;sdbc
2019;BHVESTR_P;12.7;5.185;sdbc
2018;BHVESTR_P;13.0;5.43;sdbc
2017;BHVESTR_P;13.2;5.66;sdbc
2016;BHVESTR_P;13.3;5.821;sdbc
2015;BHVESTR_P;13.4;5.744;sdbc
2014;BHVESTR_P;13.4;5.725;sdbc
2013;BHVESTR_P;12.9;5.773;sdbc
2012;BHVESTR_P;12.7;5.749;sdbc
2011;BHVESTR_P;11.9;5.569;sdbc
2010;BHVESTR_P;10.5;4.929;sdbc
2009;BHVESTR_P;6.4;3.024;sdbc
2008;BHVESTR_P;5.4;2.885;sdbc
2023;BHVESTS_P;3.6;1.527;sdbc
2022;BHVESTS_P;3.8;1.584;sdbc
2021;BHVESTS_P;3.8;1.618;sdbc
2020;BHVESTS_P;3.9;1.668;sdbc
2019;BHVESTS_P;3.9;1.727;sdbc
2018;BHVESTS_P;4.0;1.66;sdbc
2017;BHVESTS_P;4.1;1.709;sdbc
2016;BHVESTS_P;4.2;1.759;sdbc
2015;BHVESTS_P;4.2;1.848;sdbc
2014;BHVESTS_P;4.3;1.817;sdbc
2013;BHVESTS_P;4.2;1.74;sdbc
2012;BHVESTS_P;4.3;1.713;sdbc
2011;BHVESTS_P;4.1;1.625;sdbc
2010;BHVESTS_P;4.2;1.693;sdbc
2009;BHVESTS_P;4.4;1.789;sdbc
2008;BHVESTS_P;4.5;1.947;sdbc
2023;BHVESTU_P;0.0;0.032;sdbc
2022;BHVESTU_P;0.0;0.034;sdbc
2021;BHVESTU_P;0.0;0.051;sdbc
2020;BHVESTU_P;0.0;0.051;sdbc
2019;BHVESTU_P;0.0;0.051;sdbc
2018;BHVESTU_P;0.0;0.051;sdbc
2017;BHVESTU_P;0.0;0.051;sdbc
2016;BHVESTU_P;0.0;0.051;sdbc
2015;BHVESTU_P;0.0;0.056;sdbc
2014;BHVESTU_P;0.0;0.051;sdbc
2013;BHVESTU_P;0.0;0.051;sdbc
2012;BHVESTU_P;0.0;0.051;sdbc
2011;BHVESTU_P;0.0;0.055;sdbc
2010;BHVESTU_P;0.0;0.062;sdbc
2009;BHVESTU_P;0.0;0.069;sdbc
2008;BHVESTU_P;0.0;0.066;sdbc
2023;BHVEST_TOER_P;8.0;3.364;sdbc
2022;BHVEST_TOER_P;8.0;3.334;sdbc
2021;BHVEST_TOER_P;9.0;3.626;sdbc
2020;BHVEST_TOER_P;9.0;3.938;sdbc
2019;BHVEST_TOER_P;9.0;4.076;sdbc
2018;BHVEST_TOER_P;9.0;4.272;sdbc
2017;BHVEST_TOER_P;9.0;4.344;sdbc
2016;BHVEST_TOER_P;9.0;4.294;sdbc
2015;BHVEST_TOER_P;8.0;3.956;sdbc
2014;BHVEST_TOER_P;8.0;3.991;sdbc
2013;BHVEST_TOER_P;8.0;4.028;sdbc
2012;BHVEST_TOER_P;8.0;5.285;sdbc
2010;BHVEST_TOER_P;9.0;4.665;sdbc
2009;BHVEST_TOER_P;10.0;5.233;sdbc
2008;BHVEST_TOER_P;11.0;5.467;sdbc
2023;BHVEST_ICT_P;18.0;5.041;sdbc
2022;BHVEST_ICT_P;18.0;4.95;sdbc
2021;BHVEST_ICT_P;18.0;4.7;sdbc
2020;BHVEST_ICT_P;17.0;4.913;sdbc
2019;BHVEST_ICT_P;18.0;4.929;sdbc
2018;BHVEST_ICT_P;18.0;4.898;sdbc
2017;BHVEST_ICT_P;18.0;5.015;sdbc
2016;BHVEST_ICT_P;18.0;5.017;sdbc
2015;BHVEST_ICT_P;18.0;5.227;sdbc
2014;BHVEST_ICT_P;18.0;5.37;sdbc
2013;BHVEST_ICT_P;18.0;5.549;sdbc
2012;BHVEST_ICT_P;18.0;5.657;sdbc
2011;BHVEST_ICT_P;17.0;5.609;sdbc
2010;BHVEST_ICT_P;17.0;5.732;sdbc
2009;BHVEST_ICT_P;14.0;4.988;sdbc
2008;BHVEST_ICT_P;15.0;5.446;sdbc
2023;BHWPA_P;0.1;4.66;sdbc
2022;BHWPA_P;0.0;4.801;sdbc
2021;BHWPA_P;0.0;4.539;sdbc
2020;BHWPA_P;0.0;4.419;sdbc
2019;BHWPA_P;0.0;4.104;sdbc
2018;BHWPA_P;0.0;4.291;sdbc
2017;BHWPA_P;0.0;4.455;sdbc
2016;BHWPA_P;0.0;4.667;sdbc
2015;BHWPA_P;0.0;4.808;sdbc
2014;BHWPA_P;0.0;2.503;sdbc
2013;BHWPA_P;0.0;2.458;sdbc
2012;BHWPA_P;0.0;2.954;sdbc
2011;BHWPA_P;0.0;1.952;sdbc
2010;BHWPA_P;0.0;1.986;sdbc
2009;BHWPA_P;0.0;0.212;sdbc
2008;BHWPA_P;0.0;0.141;sdbc
2023;BHVEST_ZDVL_P;31.0;7.23;sdbc
2022;BHVEST_ZDVL_P;31.0;7.754;sdbc
2021;BHVEST_ZDVL_P;31.0;7.907;sdbc
2020;BHVEST_ZDVL_P;32.0;7.77;sdbc
2019;BHVEST_ZDVL_P;32.0;7.958;sdbc
2018;BHVEST_ZDVL_P;32.0;7.994;sdbc
2017;BHVEST_ZDVL_P;32.0;8.099;sdbc
2016;BHVEST_ZDVL_P;32.0;7.858;sdbc
2015;BHVEST_ZDVL_P;32.0;7.887;sdbc
2014;BHVEST_ZDVL_P;32.0;7.769;sdbc
2013;BHVEST_ZDVL_P;32.0;7.921;sdbc
2012;BHVEST_ZDVL_P;31.0;8.031;sdbc
2011;BHVEST_ZDVL_P;31.0;7.632;sdbc
2010;BHVEST_ZDVL_P;31.0;7.918;sdbc
2009;BHVEST_ZDVL_P;30.0;8.326;sdbc
2008;BHVEST_ZDVL_P;29.0;8.275;sdbc
2023;BHVEST_CI_P;29.0;10.539;sdbc
2022;BHVEST_CI_P;30.0;10.399;sdbc
2021;BHVEST_CI_P;31.0;10.603;sdbc
2020;BHVEST_CI_P;32.0;11.145;sdbc
2019;BHVEST_CI_P;32.0;11.315;sdbc
2018;BHVEST_CI_P;32.0;11.351;sdbc
2017;BHVEST_CI_P;32.0;11.481;sdbc
2016;BHVEST_CI_P;32.0;11.408;sdbc
2015;BHVEST_CI_P;31.0;11.426;sdbc
2014;BHVEST_CI_P;31.0;11.496;sdbc
2013;BHVEST_CI_P;31.0;11.401;sdbc
2012;BHVEST_CI_P;30.0;11.791;sdbc
2011;BHVEST_CI_P;28.0;11.339;sdbc
2010;BHVEST_CI_P;26.0;10.483;sdbc
2009;BHVEST_CI_P;18.0;7.098;sdbc
2008;BHVEST_CI_P;17.0;6.972;sdbc
2023;BHWP_1000INW;691.0;3244.668;sdbc
2022;BHWP_1000INW;704.0;3706.123;sdbc
2021;BHWP_1000INW;685.0;3430.743;sdbc
2020;BHWP_1000INW;674.0;1380.864;sdbc
2019;BHWP_1000INW;672.0;1410.01;sdbc
2018;BHWP_1000INW;653.0;1399.11;sdbc
2017;BHWP_1000INW;644.0;1664.672;sdbc
2016;BHWP_1000INW;641.0;1988.876;sdbc
2015;BHWP_1000INW;623.0;3119.798;sdbc
2014;BHWP_1000INW;614.0;3514.077;sdbc
2013;BHWP_1000INW;613.0;1262.552;sdbc
2012;BHWP_1000INW;607.0;1371.009;sdbc
2011;BHWP_1000INW;601.0;1354.188;sdbc
2010;BHWP_1000INW;601.0;910.097;sdbc
2009;BHWP_1000INW;594.0;881.618;sdbc
2008;BHWP_1000INW;579.0;863.5;sdbc
2023;BHWPDICHT;39.0;63.85;sdbc
2022;BHWPDICHT;39.0;62.245;sdbc
2021;BHWPDICHT;37.0;61.514;sdbc
2020;BHWPDICHT;36.0;60.947;sdbc
2019;BHWPDICHT;36.0;62.476;sdbc
2018;BHWPDICHT;34.0;60.632;sdbc
2017;BHWPDICHT;33.0;59.366;sdbc
2016;BHWPDICHT;32.0;58.562;sdbc
2015;BHWPDICHT;31.0;55.185;sdbc
2023;BHWP_KANT_P;44.0;16.781;sdbc
2022;BHWP_KANT_P;44.0;16.653;sdbc
2021;BHWP_KANT_P;44.0;15.982;sdbc
2020;BHWP_KANT_P;44.0;16.597;sdbc
2019;BHWP_KANT_P;44.0;16.54;sdbc
2018;BHWP_KANT_P;44.0;16.232;sdbc
2017;BHWP_KANT_P;43.0;16.469;sdbc
2016;BHWP_KANT_P;43.0;16.402;sdbc
2015;BHWP_KANT_P;42.0;16.425;sdbc
2014;BHWP_KANT_P;40.0;15.716;sdbc
2013;BHWP_KANT_P;40.0;15.727;sdbc
2012;BHWP_KANT_P;40.0;15.712;sdbc
2011;BHWP_KANT_P;40.0;16.377;sdbc
2010;BHWP_KANT_P;41.0;16.757;sdbc
2009;BHWP_KANT_P;42.0;17.315;sdbc
2008;BHWP_KANT_P;42.0;17.748;sdbc
2023;BHWP_WINK_P;5.0;4.359;sdbc
2022;BHWP_WINK_P;5.0;4.603;sdbc
2021;BHWP_WINK_P;5.0;4.624;sdbc
2020;BHWP_WINK_P;5.0;4.796;sdbc
2019;BHWP_WINK_P;5.0;4.899;sdbc
2018;BHWP_WINK_P;6.0;5.148;sdbc
2017;BHWP_WINK_P;6.0;5.156;sdbc
2016;BHWP_WINK_P;6.0;5.278;sdbc
2015;BHWP_WINK_P;6.0;5.363;sdbc
2014;BHWP_WINK_P;6.0;5.269;sdbc
2013;BHWP_WINK_P;6.0;5.376;sdbc
2012;BHWP_WINK_P;6.0;5.712;sdbc
2011;BHWP_WINK_P;6.0;5.742;sdbc
2010;BHWP_WINK_P;6.0;6.184;sdbc
2009;BHWP_WINK_P;6.0;6.748;sdbc
2008;BHWP_WINK_P;6.0;6.97;sdbc
2023;BHWP_VOORZ_P;24.0;13.953;sdbc
2022;BHWP_VOORZ_P;25.0;14.228;sdbc
2021;BHWP_VOORZ_P;25.0;14.283;sdbc
2020;BHWP_VOORZ_P;25.0;14.498;sdbc
2019;BHWP_VOORZ_P;24.0;14.691;sdbc
2018;BHWP_VOORZ_P;25.0;14.924;sdbc
2017;BHWP_VOORZ_P;25.0;15.033;sdbc
2016;BHWP_VOORZ_P;25.0;15.216;sdbc
2015;BHWP_VOORZ_P;26.0;15.538;sdbc
2014;BHWP_VOORZ_P;26.0;15.33;sdbc
2013;BHWP_VOORZ_P;27.0;15.595;sdbc
2012;BHWP_VOORZ_P;26.0;15.401;sdbc
2011;BHWP_VOORZ_P;26.0;15.731;sdbc
2010;BHWP_VOORZ_P;25.0;15.879;sdbc
2009;BHWP_VOORZ_P;24.0;16.257;sdbc
2008;BHWP_VOORZ_P;23.0;16.516;sdbc
2023;BHWP_HORECA_P;7.0;5.29;sdbc
2022;BHWP_HORECA_P;7.0;5.707;sdbc
2021;BHWP_HORECA_P;7.0;6.216;sdbc
2020;BHWP_HORECA_P;7.0;10.158;sdbc
2019;BHWP_HORECA_P;7.0;10.715;sdbc
2018;BHWP_HORECA_P;7.0;10.522;sdbc
2017;BHWP_HORECA_P;7.0;10.545;sdbc
2016;BHWP_HORECA_P;7.0;10.719;sdbc
2015;BHWP_HORECA_P;7.0;10.638;sdbc
2014;BHWP_HORECA_P;6.0;10.635;sdbc
2013;BHWP_HORECA_P;6.0;5.51;sdbc
2012;BHWP_HORECA_P;6.0;6.518;sdbc
2011;BHWP_HORECA_P;6.0;4.987;sdbc
2010;BHWP_HORECA_P;6.0;4.95;sdbc
2009;BHWP_HORECA_P;6.0;5.197;sdbc
2008;BHWP_HORECA_P;6.0;5.412;sdbc
2023;BHWP_BEDR_P;18.0;12.856;sdbc
2022;BHWP_BEDR_P;19.0;12.794;sdbc
2021;BHWP_BEDR_P;18.0;12.508;sdbc
2020;BHWP_BEDR_P;18.0;12.735;sdbc
2019;BHWP_BEDR_P;18.0;12.874;sdbc
2018;BHWP_BEDR_P;18.0;12.216;sdbc
2017;BHWP_BEDR_P;19.0;12.805;sdbc
2016;BHWP_BEDR_P;19.0;12.852;sdbc
2015;BHWP_BEDR_P;19.0;13.241;sdbc
2014;BHWP_BEDR_P;20.0;13.234;sdbc
2013;BHWP_BEDR_P;20.0;13.89;sdbc
2012;BHWP_BEDR_P;20.0;13.572;sdbc
2011;BHWP_BEDR_P;21.0;11.89;sdbc
2010;BHWP_BEDR_P;21.0;12.289;sdbc
2009;BHWP_BEDR_P;22.0;12.504;sdbc
2008;BHWP_BEDR_P;22.0;12.964;sdbc
2023;BHWP_OVG_P;1.0;2.481;sdbc
2022;BHWP_OVG_P;1.0;2.592;sdbc
2021;BHWP_OVG_P;1.0;2.218;sdbc
2020;BHWP_OVG_P;1.0;2.285;sdbc
2019;BHWP_OVG_P;1.0;2.294;sdbc
2018;BHWP_OVG_P;1.0;2.519;sdbc
2017;BHWP_OVG_P;1.0;2.77;sdbc
2016;BHWP_OVG_P;1.0;3.0;sdbc
2015;BHWP_OVG_P;1.0;3.221;sdbc
2014;BHWP_OVG_P;1.0;3.023;sdbc
2013;BHWP_OVG_P;1.0;3.215;sdbc
2012;BHWP_OVG_P;1.0;3.078;sdbc
2011;BHWP_OVG_P;1.0;3.607;sdbc
2010;BHWP_OVG_P;1.0;3.47;sdbc
2009;BHWP_OVG_P;1.0;3.878;sdbc
2008;BHWP_OVG_P;1.0;3.775;sdbc
2023;BHWPB_P;0.0;0.212;sdbc
2022;BHWPB_P;0.0;;
2021;BHWPB_P;0.0;;
2020;BHWPB_P;0.0;;
2019;BHWPB_P;0.0;;
2018;BHWPB_P;0.0;;
2017;BHWPB_P;0.0;;
2016;BHWPB_P;0.0;;
2015;BHWPB_P;0.0;;
2014;BHWPB_P;0.0;;
2013;BHWPB_P;0.0;;
2012;BHWPB_P;0.0;;
2011;BHWPB_P;0.0;;
2010;BHWPB_P;0.0;;
2009;BHWPB_P;0.0;;
2008;BHWPB_P;0.0;;
2023;BHWPC_P;2.5;4.184;sdbc
2022;BHWPC_P;2.5;4.304;sdbc
2021;BHWPC_P;2.3;2.995;sdbc
2020;BHWPC_P;2.2;3.121;sdbc
2019;BHWPC_P;2.3;3.386;sdbc
2018;BHWPC_P;2.4;3.728;sdbc
2017;BHWPC_P;2.3;4.218;sdbc
2016;BHWPC_P;2.2;4.456;sdbc
2015;BHWPC_P;2.1;4.911;sdbc
2014;BHWPC_P;2.0;4.479;sdbc
2013;BHWPC_P;2.3;4.698;sdbc
